"Type","Subpopulation","Indicator","Category","Count.NResp.T3.Status.Condition","Estimate.P.T3.Status.Condition","StdError.P.T3.Status.Condition","LCB95.P.T3.Status.Condition","UCB95.P.T3.Status.Condition","Estimate.U.T3.Status.Condition","StdError.U.T3.Status.Condition","LCB95.U.T3.Status.Condition","UCB95.U.T3.Status.Condition","CI95.P.T3.Status.Condition","NationalRef.Estimate.P.T3.Status.Condition","NationalRef.LCB95.P.T3.Status.Condition","NationalRef.UCB95.P.T3.Status.Condition","NationalRef.LCB95.U.T3.Status.Condition","NationalRef.UCB95.U.T3.Status.Condition","ID2Condition","IndicatorPlainLanguage","CategoryConditionPlainLanguage","IndicatorConditionFlag","TypePlainLanguage","SubpopulationPlainLanguage","SubpopulationFlag"
"Std_Fed_Regions","Region_3","Microcystin","<= 10 ug/L",53,24.23410896,5.313625181,13.81959498,34.64862294,33982.38554,7162.126801,19944.87496,48019.89612,20.82902796,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Std_Fed_Regions-Region_3-Microcystin","Microcystin","Moderately Disturbed","Keep","EPA Regions","EPA Region 3","Keep"
"Std_Fed_Regions","Region_3","Microcystin","Not Detected",81,75.76589104,5.313625181,65.35137706,86.18040502,106243.0529,16011.31299,74861.45609,137624.6497,20.82902796,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Std_Fed_Regions-Region_3-Microcystin","Microcystin","Least Disturbed","Keep","EPA Regions","EPA Region 3","Keep"
"Std_Fed_Regions","Region_4","Microcystin","<= 10 ug/L",60,27.09717423,3.867223244,19.51755595,34.6767925,67217.33,10546.10668,46547.34074,87887.31926,15.15923655,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Std_Fed_Regions-Region_4-Microcystin","Microcystin","Moderately Disturbed","Keep","EPA Regions","EPA Region 4","Keep"
"Std_Fed_Regions","Region_4","Microcystin","Not Detected",161,72.90282577,3.867223244,65.3232075,80.48244405,180842.9638,16376.4682,148745.676,212940.2517,15.15923655,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Std_Fed_Regions-Region_4-Microcystin","Microcystin","Least Disturbed","Keep","EPA Regions","EPA Region 4","Keep"
"Std_Fed_Regions","Region_5","Microcystin","<= 10 ug/L",158,47.39212836,3.692199621,40.15555008,54.62870664,109386.0241,10700.92548,88412.59561,130359.4527,14.47315656,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Std_Fed_Regions-Region_5-Microcystin","Microcystin","Moderately Disturbed","Keep","EPA Regions","EPA Region 5","Keep"
"Std_Fed_Regions","Region_5","Microcystin","Not Detected",121,52.60787164,3.692199621,45.37129336,59.84444992,121424.509,11097.34815,99674.10632,143174.9117,14.47315656,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Std_Fed_Regions-Region_5-Microcystin","Microcystin","Least Disturbed","Keep","EPA Regions","EPA Region 5","Keep"
"Std_Fed_Regions","Region_6","Microcystin","<= 10 ug/L",101,59.40436154,6.033798959,47.57833289,71.23039019,74298.90636,12156.63963,50472.33051,98125.48221,23.6520573,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Std_Fed_Regions-Region_6-Microcystin","Microcystin","Moderately Disturbed","Keep","EPA Regions","EPA Region 6","Keep"
"Std_Fed_Regions","Region_6","Microcystin","Not Detected",95,40.59563846,6.033798959,28.76960981,52.42166711,50774.24387,9037.278707,33061.50309,68486.98466,23.6520573,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Std_Fed_Regions-Region_6-Microcystin","Microcystin","Least Disturbed","Keep","EPA Regions","EPA Region 6","Keep"
"Std_Fed_Regions","Region_7","Microcystin","<= 10 ug/L",91,51.09774362,5.059959881,41.18040449,61.01508275,53196.35246,6557.020064,40344.82928,66047.87563,19.83467826,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Std_Fed_Regions-Region_7-Microcystin","Microcystin","Moderately Disturbed","Keep","EPA Regions","EPA Region 7","Keep"
"Std_Fed_Regions","Region_7","Microcystin","Not Detected",83,48.90225638,5.059959881,38.98491725,58.81959551,50910.6955,6365.019064,38435.48737,63385.90363,19.83467826,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Std_Fed_Regions-Region_7-Microcystin","Microcystin","Least Disturbed","Keep","EPA Regions","EPA Region 7","Keep"
"Std_Fed_Regions","Region_8","Microcystin","<= 10 ug/L",143,33.79540155,3.536144353,26.86468598,40.72611713,43352.94275,3967.629543,35576.53174,51129.35376,13.86143115,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Std_Fed_Regions-Region_8-Microcystin","Microcystin","Moderately Disturbed","Keep","EPA Regions","EPA Region 8","Keep"
"Std_Fed_Regions","Region_8","Microcystin","Not Detected",197,66.20459845,3.536144353,59.27388287,73.13531402,84927.6539,9117.010895,67058.6409,102796.6669,13.86143115,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Std_Fed_Regions-Region_8-Microcystin","Microcystin","Least Disturbed","Keep","EPA Regions","EPA Region 8","Keep"
"Std_Fed_Regions","Region_9","Microcystin","<= 10 ug/L",44,36.88837308,6.42328405,24.29896768,49.47777848,9596.061719,1595.139837,6469.645087,12722.47835,25.1788108,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Std_Fed_Regions-Region_9-Microcystin","Microcystin","Moderately Disturbed","Keep","EPA Regions","EPA Region 9","Keep"
"Std_Fed_Regions","Region_9","Microcystin","Not Detected",69,63.11162692,6.42328405,50.52222152,75.70103232,16417.72235,3053.302216,10433.35997,22402.08473,25.1788108,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Std_Fed_Regions-Region_9-Microcystin","Microcystin","Least Disturbed","Keep","EPA Regions","EPA Region 9","Keep"
"Std_Fed_Regions","Region_10","Microcystin","<= 10 ug/L",53,23.33354394,3.927702427,15.63538865,31.03169924,23947.46787,4062.070588,15985.95582,31908.97993,15.39631059,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Std_Fed_Regions-Region_10-Microcystin","Microcystin","Moderately Disturbed","Keep","EPA Regions","EPA Region 10","Keep"
"Std_Fed_Regions","Region_10","Microcystin","Not Detected",120,76.66645606,3.927702427,68.96830076,84.36461135,78683.61093,9040.284643,60964.97862,96402.24324,15.39631059,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Std_Fed_Regions-Region_10-Microcystin","Microcystin","Least Disturbed","Keep","EPA Regions","EPA Region 10","Keep"
"Major_Basins","Arkansas-White-Red Region","Microcystin","<= 10 ug/L",59,57.30296582,5.628676276,46.27096304,68.3349686,28995.16753,4188.832059,20785.20755,37205.1275,22.06400556,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Major_Basins-Arkansas-White-Red Region-Microcystin","Microcystin","Moderately Disturbed","Keep","Major River Basins","Arkansas-White-Red","Remove"
"Major_Basins","Arkansas-White-Red Region","Microcystin","Not Detected",49,42.69703418,5.628676276,31.6650314,53.72903696,21604.60006,3245.267327,15243.99298,27965.20714,22.06400556,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Major_Basins-Arkansas-White-Red Region-Microcystin","Microcystin","Least Disturbed","Keep","Major River Basins","Arkansas-White-Red","Remove"
"Major_Basins","California Region","Microcystin","<= 10 ug/L",23,33.73622339,6.632215963,20.73731897,46.73512782,6714.690951,1413.297545,3944.678663,9484.703238,25.99780885,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Major_Basins-California Region-Microcystin","Microcystin","Moderately Disturbed","Keep","Major River Basins","California","Remove"
"Major_Basins","California Region","Microcystin","Not Detected",45,66.26377661,6.632215963,53.26487218,79.26268103,13188.81417,2003.774403,9261.488507,17116.13983,25.99780885,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Major_Basins-California Region-Microcystin","Microcystin","Least Disturbed","Keep","Major River Basins","California","Remove"
"Major_Basins","Great Basin Region","Microcystin","<= 10 ug/L",14,41.41599162,15.94674778,10.16094029,72.67104294,3745.439086,1390.751204,1019.616816,6471.261357,62.51010265,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Major_Basins-Great Basin Region-Microcystin","Microcystin","Moderately Disturbed","Keep","Major River Basins","Great Basin","Remove"
"Major_Basins","Great Basin Region","Microcystin","Not Detected",12,58.58400838,15.94674778,27.32895706,89.83905971,5298.022002,2730.361529,0,10649.43226,62.51010265,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Major_Basins-Great Basin Region-Microcystin","Microcystin","Least Disturbed","Keep","Major River Basins","Great Basin","Remove"
"Major_Basins","Great Lakes Region","Microcystin","<= 10 ug/L",51,45.98133655,5.636371038,34.93425231,57.02842079,47604.12631,7939.099086,32043.77804,63164.47459,22.09416848,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Major_Basins-Great Lakes Region-Microcystin","Microcystin","Moderately Disturbed","Keep","Major River Basins","Great Lakes","Remove"
"Major_Basins","Great Lakes Region","Microcystin","Not Detected",62,54.01866345,5.636371038,42.97157921,65.06574769,55925.10942,6597.745455,42993.76595,68856.4529,22.09416848,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Major_Basins-Great Lakes Region-Microcystin","Microcystin","Least Disturbed","Keep","Major River Basins","Great Lakes","Remove"
"Major_Basins","Lower Colorado Region","Microcystin","<= 10 ug/L",9,29.23991126,10.97981162,7.719875936,50.75994658,837.2729605,298.1893572,252.8325599,1421.713361,43.040070644,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Major_Basins-Lower Colorado Region-Microcystin","Microcystin","Moderately Disturbed","Keep","Major River Basins","Lower Colorado","Remove"
"Major_Basins","Lower Colorado Region","Microcystin","Not Detected",17,70.76008874,10.97981162,49.24005342,92.28012406,2026.186347,590.9496842,867.9462496,3184.426445,43.04007064,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Major_Basins-Lower Colorado Region-Microcystin","Microcystin","Least Disturbed","Keep","Major River Basins","Lower Colorado","Remove"
"Major_Basins","Lower Mississippi Region","Microcystin","<= 10 ug/L",29,56.96122477,8.760667223,39.79063253,74.13181701,39308.23024,11343.86421,17074.66495,61541.79554,34.34118448,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Major_Basins-Lower Mississippi Region-Microcystin","Microcystin","Moderately Disturbed","Keep","Major River Basins","Lower Mississippi","Remove"
"Major_Basins","Lower Mississippi Region","Microcystin","Not Detected",32,43.03877523,8.760667223,25.86818299,60.20936747,29700.52159,4911.400688,20074.35313,39326.69005,34.34118448,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Major_Basins-Lower Mississippi Region-Microcystin","Microcystin","Least Disturbed","Keep","Major River Basins","Lower Mississippi","Remove"
"Major_Basins","Mid-Atlantic Region","Microcystin","<= 10 ug/L",65,35.91154789,6.795287647,22.59302884,49.23006694,31932.40073,6746.39185,18709.71567,45155.08578,26.6370381,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Major_Basins-Mid-Atlantic Region-Microcystin","Microcystin","Moderately Disturbed","Keep","Major River Basins","Mid-Atlantic","Remove"
"Major_Basins","Mid-Atlantic Region","Microcystin","Not Detected",76,64.08845211,6.795287647,50.76993306,77.40697116,56987.1881,8908.518014,39526.81364,74447.56257,26.6370381,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Major_Basins-Mid-Atlantic Region-Microcystin","Microcystin","Least Disturbed","Keep","Major River Basins","Mid-Atlantic","Remove"
"Major_Basins","Missouri Region","Microcystin","<= 10 ug/L",152,42.12408274,4.214274469,33.86425656,50.38390892,54380.50149,5785.481101,43041.1669,65719.83608,16.51965236,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Major_Basins-Missouri Region-Microcystin","Microcystin","Moderately Disturbed","Keep","Major River Basins","Missouri","Remove"
"Major_Basins","Missouri Region","Microcystin","Not Detected",188,57.87591726,4.214274469,49.61609108,66.13574344,74715.48814,8450.362502,58153.08198,91277.8943,16.51965236,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Major_Basins-Missouri Region-Microcystin","Microcystin","Least Disturbed","Keep","Major River Basins","Missouri","Remove"
"Major_Basins","New England Region","Microcystin","<= 10 ug/L",30,16.14391641,4.285197612,7.745083425,24.5427494,8488.447867,1998.967293,4570.543967,12406.35177,16.797665975,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Major_Basins-New England Region-Microcystin","Microcystin","Moderately Disturbed","Keep","Major River Basins","New England","Remove"
"Major_Basins","New England Region","Microcystin","Not Detected",96,83.85608359,4.285197612,75.4572506,92.25491657,44091.4073,8503.973593,27423.92533,60758.88926,16.79766597,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Major_Basins-New England Region-Microcystin","Microcystin","Least Disturbed","Keep","Major River Basins","New England","Remove"
"Major_Basins","Ohio-Tennessee Region","Microcystin","<= 10 ug/L",64,28.65144622,4.342278721,20.14073632,37.16215612,54611.62942,8800.618326,37362.73446,71860.52438,17.0214198,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Major_Basins-Ohio-Tennessee Region-Microcystin","Microcystin","Moderately Disturbed","Keep","Mississippi River Basin","Ohio","Keep"
"Major_Basins","Ohio-Tennessee Region","Microcystin","> 10 ug/L",1,0.642713278,0.496639873,0,1.616109543,1225.055764,943.3010934,0,3073.891934,1.616109543,0.101225444,0,0.267706669,0,3239.885638,"Major_Basins-Ohio-Tennessee Region-Microcystin","Microcystin","Most Disturbed","Keep","Mississippi River Basin","Ohio","Keep"
"Major_Basins","Ohio-Tennessee Region","Microcystin","Not Detected",102,70.7058405,4.372389119,62.1361153,79.2755657,134770.2008,14446.01105,106456.5394,163083.8622,17.1394504,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Major_Basins-Ohio-Tennessee Region-Microcystin","Microcystin","Least Disturbed","Keep","Mississippi River Basin","Ohio","Keep"
"Major_Basins","Pacific Northwest Region","Microcystin","<= 10 ug/L",65,24.286173,3.655248516,17.12201756,31.45032845,29542.08133,4355.812854,21004.84501,38079.31765,14.32831089,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Major_Basins-Pacific Northwest Region-Microcystin","Microcystin","Moderately Disturbed","Keep","Major River Basins","Pacific Northwest","Remove"
"Major_Basins","Pacific Northwest Region","Microcystin","Not Detected",132,75.713827,3.655248516,68.54967155,82.87798244,92099.48536,10375.5704,71763.74106,112435.2297,14.32831089,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Major_Basins-Pacific Northwest Region-Microcystin","Microcystin","Least Disturbed","Keep","Major River Basins","Pacific Northwest","Remove"
"Major_Basins","Rio Grande-Texas-Gulf Region","Microcystin","<= 10 ug/L",37,35.71376889,8.107879623,19.82261684,51.60492094,15295.50971,2831.275468,9746.311759,20844.70765,31.7823041,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Major_Basins-Rio Grande-Texas-Gulf Region-Microcystin","Microcystin","Moderately Disturbed","Keep","Major River Basins","Rio Grande-Texas-Gulf","Remove"
"Major_Basins","Rio Grande-Texas-Gulf Region","Microcystin","Not Detected",40,64.28623111,8.107879623,48.39507906,80.17738316,27532.53724,7457.276248,12916.54437,42148.53011,31.7823041,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Major_Basins-Rio Grande-Texas-Gulf Region-Microcystin","Microcystin","Least Disturbed","Keep","Major River Basins","Rio Grande-Texas-Gulf","Remove"
"Major_Basins","Souris-Red-Rainy Region","Microcystin","<= 10 ug/L",17,67.85551158,11.88305713,44.56514759,91.14587558,14142.95484,3434.026241,7412.38709,20873.5226,46.58072799,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Major_Basins-Souris-Red-Rainy Region-Microcystin","Microcystin","Moderately Disturbed","Keep","Major River Basins","Souris-Red-Rainy","Remove"
"Major_Basins","Souris-Red-Rainy Region","Microcystin","Not Detected",8,32.14448842,11.88305713,8.854124423,55.43485241,6699.795456,2638.256221,1528.908282,11870.68263,46.580727987,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Major_Basins-Souris-Red-Rainy Region-Microcystin","Microcystin","Least Disturbed","Keep","Major River Basins","Souris-Red-Rainy","Remove"
"Major_Basins","South-Atlantic Region","Microcystin","<= 10 ug/L",41,27.79794852,4.566316346,18.84813294,36.7477641,46048.25614,7505.17139,31338.39051,60758.12176,17.89963116,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Major_Basins-South-Atlantic Region-Microcystin","Microcystin","Moderately Disturbed","Keep","Major River Basins","South-Atlantic","Remove"
"Major_Basins","South-Atlantic Region","Microcystin","Not Detected",107,72.20205148,4.566316346,63.2522359,81.15186706,119605.1773,16495.48116,87274.62828,151935.7262,17.89963116,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Major_Basins-South-Atlantic Region-Microcystin","Microcystin","Least Disturbed","Keep","Major River Basins","South-Atlantic","Remove"
"Major_Basins","Upper Colorado Region","Microcystin","<= 10 ug/L",16,21.19638002,4.97559073,11.44440139,30.94835865,5707.482623,1390.094355,2982.947752,8432.017493,19.50395726,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Major_Basins-Upper Colorado Region-Microcystin","Microcystin","Moderately Disturbed","Keep","Major River Basins","Upper Colorado","Remove"
"Major_Basins","Upper Colorado Region","Microcystin","Not Detected",46,78.80361998,4.97559073,69.05164135,88.55559861,21219.20306,2547.173506,16226.83472,26211.57139,19.50395726,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Major_Basins-Upper Colorado Region-Microcystin","Microcystin","Least Disturbed","Keep","Major River Basins","Upper Colorado","Remove"
"Major_Basins","Upper Mississippi Region","Microcystin","<= 10 ug/L",109,52.04477068,4.916802461,42.40801494,61.68152643,60466.7363,7080.615003,46588.9859,74344.48669,19.27351149,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Major_Basins-Upper Mississippi Region-Microcystin","Microcystin","Moderately Disturbed","Keep","Major River Basins","Upper Mississippi","Remove"
"Major_Basins","Upper Mississippi Region","Microcystin","Not Detected",59,47.95522932,4.916802461,38.31847357,57.59198506,55715.419,7351.537354,41306.67055,70124.16744,19.27351149,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Major_Basins-Upper Mississippi Region-Microcystin","Microcystin","Least Disturbed","Keep","Major River Basins","Upper Mississippi","Remove"
"Land_Owner","BLM","Microcystin","<= 10 ug/L",17,22.59154679,10.21049381,2.579346657,42.60374692,4243.172763,1631.281647,1045.919487,7440.426039,40.024400263,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Land_Owner-BLM-Microcystin","Microcystin","Moderately Disturbed","Keep","Land Owner","Bureau of Land Management","Keep"
"Land_Owner","BLM","Microcystin","Not Detected",29,77.40845321,10.21049381,57.39625308,97.42065334,14538.95315,4279.521913,6151.244326,22926.66197,40.02440026,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Land_Owner-BLM-Microcystin","Microcystin","Least Disturbed","Keep","Land Owner","Bureau of Land Management","Keep"
"Land_Owner","DOD","Microcystin","<= 10 ug/L",3,16.97024754,9.794281977,0,36.16668747,1099.385261,531.3039068,58.04873879,2140.721783,36.16668747,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Land_Owner-DOD-Microcystin","Microcystin","Moderately Disturbed","Keep","Land Owner","Defense Department","Remove"
"Land_Owner","DOD","Microcystin","Not Detected",10,83.02975246,9.794281977,63.83331253,100,5378.924844,1801.79,1847.481337,8910.368352,36.16668747,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Land_Owner-DOD-Microcystin","Microcystin","Least Disturbed","Keep","Land Owner","Defense Department","Remove"
"Land_Owner","FWS","Microcystin","<= 10 ug/L",3,5.686127107,4.056090979,0,13.63591934,277.9975413,155.7074579,0,583.1785509,13.63591934,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Land_Owner-FWS-Microcystin","Microcystin","Moderately Disturbed","Keep","Land Owner","Fish & Wildlife Service","Remove"
"Land_Owner","FWS","Microcystin","Not Detected",8,94.31387289,4.056090979,86.36408066,100,4611.051473,1657.206274,1362.98686,7859.116086,13.63591934,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Land_Owner-FWS-Microcystin","Microcystin","Least Disturbed","Keep","Land Owner","Fish & Wildlife Service","Remove"
"Land_Owner","Local Government","Microcystin","<= 10 ug/L",6,28.74258707,10.47992104,8.202319275,49.28285487,1506.758551,520.3444775,486.9021159,2526.614987,41.080535595,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Land_Owner-Local Government-Microcystin","Microcystin","Moderately Disturbed","Keep","Land Owner","Local Government","Remove"
"Land_Owner","Local Government","Microcystin","Not Detected",13,71.25741293,10.47992104,50.71714513,91.79768073,3735.492425,1131.29876,1518.187599,5952.797251,41.0805356,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Land_Owner-Local Government-Microcystin","Microcystin","Least Disturbed","Keep","Land Owner","Local Government","Remove"
"Land_Owner","Native American","Microcystin","<= 10 ug/L",13,63.47715481,9.826784257,44.21701158,82.73729804,2296.9553,474.2544079,1367.433741,3226.476859,38.52028646,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Land_Owner-Native American-Microcystin","Microcystin","Moderately Disturbed","Keep","Land Owner","Native American","Keep"
"Land_Owner","Native American","Microcystin","Not Detected",11,36.52284519,9.826784257,17.26270196,55.78298842,1321.598977,395.7240884,545.9940156,2097.203938,38.52028646,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Land_Owner-Native American-Microcystin","Microcystin","Least Disturbed","Keep","Land Owner","Native American","Keep"
"Land_Owner","Non-Governmental Organization","Microcystin","<= 10 ug/L",1,16.79022653,17.0150012,0,50.13901608,206.7846114,174.8578724,0,549.4997436,50.13901608,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Land_Owner-Non-Governmental Organization-Microcystin","Microcystin","Moderately Disturbed","Keep","Land Owner","Non-Governmental Org","Remove"
"Land_Owner","Non-Governmental Organization","Microcystin","Not Detected",5,83.20977347,17.0150012,49.86098392,100,1024.792646,543.0935836,0,2089.23651,50.13901608,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Land_Owner-Non-Governmental Organization-Microcystin","Microcystin","Least Disturbed","Keep","Land Owner","Non-Governmental Org","Remove"
"Land_Owner","NPS","Microcystin","<= 10 ug/L",15,56.63559082,14.45588388,28.30257905,84.96860259,6584.986818,2313.248826,2051.102431,11118.8712,56.66602354,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Land_Owner-NPS-Microcystin","Microcystin","Moderately Disturbed","Keep","Land Owner","National Park Service","Keep"
"Land_Owner","NPS","Microcystin","Not Detected",15,43.36440918,14.45588388,15.03139741,71.69742095,5041.954339,1439.625176,2220.340842,7863.567835,56.66602354,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Land_Owner-NPS-Microcystin","Microcystin","Least Disturbed","Keep","Land Owner","National Park Service","Keep"
"Land_Owner","Other Fed","Microcystin","<= 10 ug/L",9,12.89922557,7.762710692,0,28.11385895,1414.383118,501.2721291,431.9077982,2396.858437,28.11385895,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Land_Owner-Other Fed-Microcystin","Microcystin","Moderately Disturbed","Keep","Land Owner","Other Federal Owner","Remove"
"Land_Owner","Other Fed","Microcystin","Not Detected",14,87.10077443,7.762710692,71.88614105,100,9550.485355,5372.800762,0,20080.98134,28.11385895,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Land_Owner-Other Fed-Microcystin","Microcystin","Least Disturbed","Keep","Land Owner","Other Federal Owner","Remove"
"Land_Owner","Private","Microcystin","<= 10 ug/L",624,39.11613322,1.963872301,35.26701424,42.9652522,369353.4907,21086.63299,328024.4495,410682.5319,7.69823796,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Land_Owner-Private-Microcystin","Microcystin","Moderately Disturbed","Keep","Land Owner","Private","Remove"
"Land_Owner","Private","Microcystin","> 10 ug/L",1,0.129738707,0.101175859,0,0.328039747,1225.055764,955.2421212,0,3097.295918,0.328039747,0.101225444,0,0.267706669,0,3239.885638,"Land_Owner-Private-Microcystin","Microcystin","Most Disturbed","Keep","Land Owner","Private","Remove"
"Land_Owner","Private","Microcystin","Not Detected",809,60.75412807,1.965685978,56.90145435,64.60680179,573669.9267,28766.1448,517289.3189,630050.5345,7.70534744,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Land_Owner-Private-Microcystin","Microcystin","Least Disturbed","Keep","Land Owner","Private","Remove"
"Land_Owner","Regional Agency","Microcystin","Not Detected",4,100,0,100,100,1083.836978,697.9568965,0,2451.807358,0,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Land_Owner-Regional Agency-Microcystin","Microcystin","Least Disturbed","Keep","Land Owner","Regional Agency","Remove"
"Land_Owner","State","Microcystin","<= 10 ug/L",43,39.86587762,6.584390395,26.96070958,52.77104565,23125.04161,3868.724729,15542.48047,30707.60274,25.81033607,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Land_Owner-State-Microcystin","Microcystin","Moderately Disturbed","Keep","Land Owner","State","Remove"
"Land_Owner","State","Microcystin","Not Detected",51,60.13412238,6.584390395,47.22895435,73.03929042,34882.06369,5694.361233,23721.32076,46042.80662,25.81033607,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Land_Owner-State-Microcystin","Microcystin","Least Disturbed","Keep","Land Owner","State","Remove"
"Land_Owner","USFS","Microcystin","<= 10 ug/L",47,26.17940688,4.566158335,17.229901,35.12891277,37711.97123,7290.277443,23423.29,52000.65245,17.89901177,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Land_Owner-USFS-Microcystin","Microcystin","Moderately Disturbed","Keep","Land Owner","US Forest Service","Keep"
"Land_Owner","USFS","Microcystin","Not Detected",102,73.82059312,4.566158335,64.87108723,82.770099,106340.0747,10699.74001,85368.96964,127311.1798,17.89901177,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"Land_Owner-USFS-Microcystin","Microcystin","Least Disturbed","Keep","Land Owner","US Forest Service","Keep"
"FS_East_West","East","Microcystin","<= 10 ug/L",6,31.11899134,13.84138787,3.990369616,58.24761306,11702.39023,6578.233588,0,24595.49115,54.257243444,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"FS_East_West-East-Microcystin","Microcystin","Moderately Disturbed","Keep","Forest Service","East","Remove"
"FS_East_West","East","Microcystin","Not Detected",18,68.88100866,13.84138787,41.75238694,96.00963038,25902.91035,5924.894989,14290.32956,37515.49114,54.25724344,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"FS_East_West-East-Microcystin","Microcystin","Least Disturbed","Keep","Forest Service","East","Remove"
"FS_East_West","West","Microcystin","<= 10 ug/L",41,24.43436003,3.735213782,17.11347554,31.75524451,26009.581,3528.581975,19093.68741,32925.47458,14.64176897,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"FS_East_West-West-Microcystin","Microcystin","Moderately Disturbed","Keep","Forest Service","West","Remove"
"FS_East_West","West","Microcystin","Not Detected",84,75.56563997,3.735213782,68.24475549,82.88652446,80437.16436,8951.942218,62891.68002,97982.6487,14.64176897,62.89566553,59.58611124,66.20521982,698069.7736,824288.537,"FS_East_West-West-Microcystin","Microcystin","Least Disturbed","Keep","Forest Service","West","Remove"
"Mississippi_Basins","Arkansas-White-Red Region","Microcystin","<= 10 ug/L",59,57.30296582,5.628676276,46.27096304,68.3349686,28995.16753,4188.832059,20785.20755,37205.1275,22.06400556,37.00310903,33.69614817,40.31006989,402629.1667,493012.6883,"Mississippi_Basins-Arkansas-White-Red Region-Microcystin","Microcystin","Moderately Disturbed","Keep","Mississippi River Basin","Arkansas-White-Red","Keep"
