"SITE_ID","LAT_DD83","LON_DD83","XCOORD","YCOORD","AG_ECO3_NM","AG_ECO9_NM","MISS_BASIN_NM","MAJ_BAS_NM","FS_EW","EPA_REG","STRAH_CAT","NARS_OWN","NRS13_EVAL","NRS13_MDC","NRS13_PNL","NRS13_SF","NRS13_STRA","NRS13_TNT","NRS13_URBN","NRS13_VST","NRS13_WGTD","WGT13_ALL","WGT13_CAT","ANC_COND","ANC","DOC","PH","SAL_COND","COND","NTL_COND","NTL_UG_L","PTL_COND","PTL","BENT_MMI_COND","MMI_BENT","OE_SCORE","OE_COND","INSTRMCVR_COND","L_XFC_NAT","BEDSED_COND","LRBS_USE","RIPDIST_COND","W1_HALL","RIPVEG_COND","L_XCMGW","FISH_MMI_COND","MMI_FISH","ENT_1X_CCE_100ML","ENT_1X_STV_COND","MICX_COND","MICX_RESULT","MICX_MDL","MICX_RL","MICX_FLAG","HG_COND","MERCURY_RESULT","MERCURY_MDL","MERCURY_RL","MERCURY_FLAG","PUBLICATION_DATE"
"INR9-0904","38.45178","-87.598","725393.9","138764.2","Plains and Lowlands","Temporate Plains","Ohio Region","Ohio-Tennessee Region",NA,"Region_5","RiversOther","Private","Target_Sampled","IN_Rivers_IN_7th+","Base_09River","Include","IN","Target","NonUrban","1","1","403.43996","IN_RiversOther","None","3248.99","3.03","8.43","Good","585","Fair",1169,"Fair","120","Fair","30.18","0.51290018333278053","O/E<0.8","Fair","-0.706938935","Poor","-2.145633383","Moderate","0.992459090909091","Good","0.107364166","Poor","26.2","196.453711103645","Below Human Health Threshold","<= 10 ug/L","0.269",NA,NA,NA,"Exceeds 300 ng Hg/g ww","379","2.56","14.2",NA,2017-10-12
"NDLS-1063","46.02672","-101.3583","-415275.9","964749.8","Plains and Lowlands","Northern Plains","Upper Missouri Region","Missouri Region",NA,"Region_8","LargeStreams","Native American","Target_Sampled","ND_LargeStreams_NPL","Base_NewLargeStreams","Include","ND","Target","NonUrban","1","1156.13276","100.94647","ND_LargeStreams","None","7987.53","12.29","8.41","Fair","1154","Poor",1254,"Poor","145","Poor","31.05","1.3785419041089741","O/E>=0.9","Good","-0.304200043","Good","-2.003849497","Moderate","0.6667","Fair","-1.016086822","Poor","32.61","815.560593120564","Below Human Health Threshold","<= 10 ug/L","0.121",NA,"0.15","L","Does Not Exceed 300 ng Hg/g ww","200","3.39","18.8",NA,2017-10-12
"SDRM-1022","45.69451","-101.6259","-438175.6","929126.5","Plains and Lowlands","Northern Plains","Upper Missouri Region","Missouri Region",NA,"Region_8","RiversMajor","Native American","Target_Sampled","SD_RiversMajor_NPL","Base_NewRiversMajor","Include","SD","Target","NonUrban","1","265.07902","64.67572","SD_RiversMajor","None","6050.36","8.79","8.6","Fair","1751","Fair",743,"Good","28","Good","65.37","0.76787198871746953","O/E<0.8","Good","-0.958607315","Fair","-2.020907927","Moderate","0.363654545454545","Poor","-1.402903423","Not Assessed",NA,"101.610169988012","Below Human Health Threshold","<= 10 ug/L","0.163",NA,NA,NA,"Does Not Exceed 300 ng Hg/g ww","92.3","3.42","18.9",NA,2017-10-12
"VAS9-0915","38.39533","-77.95542","1551764","248114.9","Eastern Highlands","Southern Appalachians",NA,"Mid-Atlantic Region",NA,"Region_3","SmallStreams","Private","Target_Sampled","VA_Streams_VA_2nd","Base_09Stream_RVT","Include","VA","Target","NonUrban","2","1","5068.33052","VA_SmallStreams","None","1621.43","3.6","7.9","Good","256","Fair",416,"Poor","42","Poor","16.15","0.35316342279877627","OE<0.5","Good","-0.389630237","Poor","-1.354294798","Low","0","Good","0.0618977863","Poor","38.39","702.436599488318","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","42.2","4.4","24.4",NA,2017-10-12
"VAS9-0917","37.49176","-78.75646","1501928","135712.5","Eastern Highlands","Southern Appalachians",NA,"Mid-Atlantic Region",NA,"Region_3","SmallStreams","Private","Target_Sampled","VA_Streams_VA_1st","Base_09Stream","Include","VA","Target","NonUrban","1","1","1705.5381","VA_SmallStreams","None","224.98","4.08","7.16","Good","27.8","Good",233,"Poor","49","Good","53.1","1.1907405511506044","O/E>=0.9","Good","-0.427550863","Good","-0.972254556","Low","0","Good","0.1950186026","Good","60.53","397.516928826695","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","118","4.24","23.5",NA,2017-10-12
"CAR9-0913","41.84331069","-122.89973475","-2188403.695","798402.107","West","Western Mountains",NA,"California Region",NA,"Region_9","RiversMajor","Private","Target_Sampled","CA_Rivers_CA_6th","Base_09River","Include","CA","Target","NonUrban","1","1","46.60241","CA_RiversMajor","None","1320","5.98","8.49","Good","158","Poor",773,"Poor","224","Poor","21.2","0.6096541813773878","O/E<0.8","Good","-0.592686366","Good","1.042264229","Moderate","0.803059090909091","Fair","-0.338316358","Not Assessed",NA,"1021.15909552194","Below Human Health Threshold","<= 10 ug/L","0.97",NA,NA,NA,"Not Assessed",NA,NA,NA,NA,2017-10-12
"CAR9-0906","41.53926057","-123.52673212","-2247712.698","780397.941","West","Western Mountains",NA,"California Region","West","Region_9","RiversMajor","USFS","Target_Sampled","CA_Rivers_CA_6th","Base_09River","Include","CA","Target","NonUrban","1","1","46.60241","CA_RiversMajor","None","1390","4.93","7.32","Good","164","Poor",596,"Poor","189","Poor","19.37","0.57192524352802487","O/E<0.8","Good","-0.585026652","Good","0.601244704","Moderate","0.575786363636364","Good","-0.265236527","Not Assessed",NA,"2683.68010914513","Above Human Health Threshold","<= 10 ug/L","1.895",NA,NA,NA,"Not Assessed",NA,NA,NA,NA,2017-10-12
"NESS-1138","42.59489","-103.9548","-648087.5","597787","Plains and Lowlands","Southern Plains","Upper Missouri Region","Missouri Region",NA,"Region_7","SmallStreams","Private","Target_Sampled","NE_SmallStreams_SPL","Base_NewSmallStreams","Include","NE","Target","NonUrban","1","1818.63405","360.07964","NE_SmallStreams","None","4019.79","5.41","8.11","Good","383","Good",443,"Fair","110","Fair","30.27","0.91865037607280875","O/E>=0.9","Good","-0.180456064","Poor","-3.102318994","High","1.5","Poor","-1.911058926","Fair","41.71","3416.71694384441","Above Human Health Threshold","<= 10 ug/L","0.19",NA,NA,NA,"Not Assessed",NA,NA,NA,NA,2017-10-12
"WIRO-1040","45.84305","-88.14312","610231.9","957889.6","Plains and Lowlands","Upper Midwest",NA,"Great Lakes Region",NA,"Region_5","RiversOther","Private","Target_Sampled","WI_RiversOther_UMW","Base_NewRiversOther","Include","WI","Target","NonUrban","1","371.15802","69.64727","WI_RiversOther","None","2557.696","5.65","8.1","Good","256","Good",238,"Good","10.3","Fair","29.22","0.68306180003717865","O/E<0.8","Good","-0.463326801","Good","-0.984002958","Low","0.166668181818182","Good","0.0163684816","Fair","39.29","832.761492260948","Below Human Health Threshold","<= 10 ug/L","0.113",NA,"0.15","L","Does Not Exceed 300 ng Hg/g ww","255","0.621","3.44",NA,2017-10-12
"ORRO-1049","43.12125","-124.1794","-2247766","965178.1","West","Western Mountains",NA,"Pacific Northwest Region",NA,"Region_10","RiversOther","Private","Target_Sampled","OR_RiversOther_WMT","Base_NewRiversOther","Include","OR","Target","NonUrban","1","715.70649","148.59325","OR_RiversOther","None","984.55","2.03","7.8","Good","115.5","Fair",193,"Poor","45","Poor","4.77","0.24062467950669253","OE<0.5","Good","-0.404403583","Not Assessed",NA,"High","1.82259285714286","Good","-0.058669297","Poor","51.02","37.350844803314","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Exceeds 300 ng Hg/g ww","400","3.49","19.3",NA,2017-10-12
"MTRO-1068","48.69315","-112.5083","-1222738","1354181","Plains and Lowlands","Northern Plains","Upper Missouri Region","Missouri Region",NA,"Region_8","RiversOther","Other Fed","Target_Sampled","MT_RiversOther_NPL","Base_NewRiversOther","Include","MT","Target","NonUrban","1","801.90788","260.12523","MT_RiversOther","None","2740.86","1.98","8.44","Good","353","Good",260,"Good","27","Good","92.8","1.0110495760859355","O/E>=0.9","Good","-0.424917171","Good","0.303066502","Moderate","1.00005","Good","-0.824567263","Not Assessed",NA,"750.011812648272","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"WYSS-1206","41.23328","-105.2929","-771650.3","456082.1","West","Western Mountains","Lower Missouri Region","Missouri Region","West","Region_8","SmallStreams","USFS","Target_Sampled","WY_SmallStreams_WMT","Base_NewSmallStreams","Include","WY","Target","NonUrban","1","10258.10662","1540.46401","WY_SmallStreams","None","1430.72","7.63","8.02","Good","155","Poor",1091,"Poor","220","Poor","8.4","0.78149455119241418","O/E<0.8","Good","-0.203488741","Poor","-1.87898616","Moderate","0.765181818181818","Good","-0.090906128","Good","79.74","864.188831968675","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","63.6","4.3","23.8",NA,2017-10-12
"WALS-1068","47.57364","-123.5832","-2059948","1425388","West","Western Mountains",NA,"Pacific Northwest Region",NA,"Region_10","LargeStreams","NPS","Target_Sampled","WA_LargeStreams_WMT","Base_NewLargeStreams","Include","WA","Target","NonUrban","1","2645.18669","1020.41221","WA_LargeStreams","None","625.32","0.3","7.86","Good","90.9","Good",66,"Good","11","Good","52.37","1.2923685135841192","O/E>=0.9","Poor","-0.877039828","Fair","-0.308270007","Moderate","0.454563636363636","Good","0.2381601959","Not Assessed",NA,"74.0272232102132","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"IALS-1054","43.34031","-91.83877","335662.7","661272.4","Plains and Lowlands","Upper Midwest","Upper Mississippi Region","Upper Mississippi Region",NA,"Region_7","LargeStreams","State","Target_Sampled","IA_LargeStreams_UMW","Base_NewLargeStreams","Include","IA","Target","NonUrban","1","1125.02287","590.2242","IA_LargeStreams","None","4439.6","1.55","8.31","Fair","516","Poor",6025,"Poor","62","Poor","12.28","0.82920772999588621","O/E<0.9","Good","-0.641718964","Fair","-0.305552766","High","2.09101363636364","Fair","-0.392057827","Good","54.85","699.926626954323","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","152","3.6","19.9",NA,2017-10-12
"MTS9-0926","47.83706","-114.7377","-1404318","1292297","West","Western Mountains",NA,"Pacific Northwest Region",NA,"Region_8","SmallStreams","Other Fed","Target_Sampled","MT_Streams_MT_1st","Base_09Stream","Include","MT","Target","NonUrban","1","1","6817.55138","MT_SmallStreams","None","419.71","2.07","7.65","Good","44.6","Good",84,"Poor","64","Good","57.43","1.0224695144266704","O/E>=0.9","Good","0.1390309729","Good","-0.816176465","High","2.41026538461538","Fair","-0.121389835","Good","82.29","321.416795653211","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","71","3.61","20",NA,2017-10-12
"PARO-1051","39.80494","-79.32561","1407617","382142","Eastern Highlands","Southern Appalachians","Ohio Region","Ohio-Tennessee Region",NA,"Region_3","RiversOther","Private","Target_Sampled","PA_RiversOther_SAP","Base_NewRiversOther","Include","PA","Target","NonUrban","1","1077.73163","498.55538","PA_RiversOther","None","862.22","1.9","7.97","Fair","568","Poor",1401,"Good","12","Good","74.6","1.0120339299762229","O/E>=0.9","Fair","-0.592686366","Good","0.906678182","Moderate","0.882429004329004","Good","0.1146261459","Good","62.44","2039.65623944478","Above Human Health Threshold","<= 10 ug/L","0.22",NA,NA,NA,"Does Not Exceed 300 ng Hg/g ww","167","3.94","21.8",NA,2017-10-12
"WYSS-1210","41.97347","-110.7556","-1209472","595242.7","West","Xeric",NA,"Upper Colorado Region",NA,"Region_8","SmallStreams","Private","Target_Sampled","WY_SmallStreams_XER","Base_NewSmallStreams","Include","WY","Target","NonUrban","1","4397.06968","660.30973","WY_SmallStreams","None","4400.2","3.8","8.09","Fair","515","Good",284,"Fair","84","Poor","16.8","0.33207088547803304","OE<0.5","Good","-0.352528117","Poor","-3.360268266","Moderate","1.25757727272727","Good","-0.030774758","Fair","67.33","448.518077828152","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"WAS9-0927","46.53201","-123.827","-2110899","1320356","West","Western Mountains",NA,"Pacific Northwest Region",NA,"Region_10","SmallStreams","Private","Target_Sampled","WA_Streams_WA_1st","Base_09Stream","Include","WA","Target","NonUrban","1","1","2002.36878","WA_SmallStreams","None","598.94","3.98","7.65","Good","84.3","Poor",578,"Poor","47","Good","66.9","1.0437859330307202","O/E>=0.9","Good","-0.18195415","Poor","-2.00926237","Moderate","1.3334","Good","0.0999786885","Not Assessed",NA,"562.529766914377","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"ORRM-1004","42.46828","-124.3453","-2280671","899629.3","West","Western Mountains",NA,"Pacific Northwest Region",NA,"Region_10","RiversMajor","Private","Target_Sampled","OR_RiversMajor_WMT","Base_NewRiversMajor","Include","OR","Target","NonUrban","1","245.05481","89.54035","OR_RiversMajor","None","853.1","1.27","7.9","Good","94.8","Fair",178,"Poor","85","Poor","19.6","0.84122582658715439","O/E<0.9","Good","-0.54515514","Good","0.093914896","High","1.65159090909091","Good","-0.16287089","Fair","71.49","984.068480918687","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","219","3.53","19.5",NA,2017-10-12
"MSRM-1003","32.11672","-90.87777","480773.5","-589039.2","Plains and Lowlands","Coastal Plains","Lower Mississippi Region","Lower Mississippi Region",NA,"Region_4","RiversMajor","Private","Target_Sampled","MS_RiversMajor_CPL","Base_NewRiversMajor","Include","MS","Target","NonUrban","1","664.35498","249.13312","MS_RiversMajor","None","1351.84","4.53","7.76","Good","184.2","Fair",719,"Poor","311","Poor","29.15","0.57101466987857641","O/E<0.8","Fair","-0.862415739","Fair","-2.613461433","Low","0.287890909090909","Good","0.0932624573","Fair","51.61","155.154743839092","Below Human Health Threshold","<= 10 ug/L","0.275",NA,NA,NA,"Does Not Exceed 300 ng Hg/g ww","253","3.78","20.9",NA,2017-10-12
"MTSS-1326","48.43206","-113.1133","-1272215","1333841","Plains and Lowlands","Northern Plains","Upper Missouri Region","Missouri Region",NA,"Region_8","SmallStreams","Other Fed","Target_Sampled","MT_SmallStreams_NPL","Base_NewSmallStreams","Include","MT","Target","NonUrban","1","1347.34213","163.85532","MT_SmallStreams","None","3623.69","2.93","8.65","Good","424","Good",239,"Good","21","Good","76.2","1.0935031655460885","O/E>=0.9","Poor","-0.996069706","Good","-0.08473571","Moderate","0.6667","Good","-0.44096436","Good","52.77","1547.21460531553","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"NER9-0915","41.54085","-102.716","-555669.8","472393.8","Plains and Lowlands","Southern Plains","Lower Missouri Region","Missouri Region",NA,"Region_7","RiversMajor","Private","Target_Sampled","NE_Rivers_NE_7th+","Base_09River","Include","NE","Target","NonUrban","1","1","222.30417","NE_RiversMajor","None","4114.02","3.86","8.37","Good","798","Poor",2633,"Poor","288","Good","56.57","1.0536740293128219","O/E>=0.9","Good","-0.926892903","Good","-1.104000162","Moderate","1.20142083333333","Good","-0.508638306","Poor","33.24",NA,"Not Assessed","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"MARM-1001","42.65448","-72.46514","1898456","813591.6","Eastern Highlands","Northern Appalachians",NA,"New England Region",NA,"Region_1","RiversMajor","Private","Target_Sampled","MA_RiversMajor_NAP","Base_NewRiversMajor","Include","MA","Target","NonUrban","1","96.29645","48.14823","MA_RiversMajor","None","695.84","3.59","7.84","Good","120.5","Good",335,"Good","17","Poor","7.18","0.49016521059141266","OE<0.5","Poor","-1.301029996","Poor","-3.193409914","High","1.72734090909091","Fair","-0.073610777","Poor","23.69","248.206415927478","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Exceeds 300 ng Hg/g ww","584","3.21","17.8",NA,2017-10-12
"TXRM-1020","31.49402","-99.60394","-340978.5","-664887.9","Plains and Lowlands","Southern Plains",NA,"Rio Grande-Texas-Gulf Region",NA,"Region_6","RiversMajor","Private","Target_Sampled","TX_RiversMajor_SPL","Base_NewRiversMajor","Include","TX","Target","NonUrban","1","638.37593","187.78114","TX_RiversMajor","None","2148.75","6.99","8.29","Fair","1744","Fair",774,"Fair","60","Good","41.05","0.98905594110508921","O/E>=0.9","Good","-0.387216143","Good","1.287080226","Moderate","0.492436363636364","Good","-0.063783383","Poor","31.76","36.7482950849332","Below Human Health Threshold","<= 10 ug/L","0.89",NA,NA,NA,"Does Not Exceed 300 ng Hg/g ww","71.2","3.64","20.2",NA,2017-10-12
"WASS-1139","46.45441","-120.4151","-1860393","1240778","West","Xeric",NA,"Pacific Northwest Region",NA,"Region_10","SmallStreams","Other Fed","Target_Sampled","WA_SmallStreams_XER","Base_NewSmallStreams","Include","WA","Target","Urban","1","3644.13025","749.71173","WA_SmallStreams","None","809.87","1.48","7.7","Good","94","Good",155,"Fair","62","Poor","30.48","0.97842078338255589","O/E>=0.9","Good","-0.496085569","Poor","-3.221970349","High","1.91672727272727","Fair","-0.325598187","Fair","66.31","1858.31002912387","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","147","4.1","22.7",NA,2017-10-12
"WISS-1163","46.51068","-90.7087","407101.3","1018051","Plains and Lowlands","Upper Midwest",NA,"Great Lakes Region",NA,"Region_5","SmallStreams","Private","Target_Sampled","WI_SmallStreams_UMW","Base_NewSmallStreams","Include","WI","Target","NonUrban","1","5140.76484","2179.08653","WI_SmallStreams","Not Assessed",NA,"19.2",NA,"Not Assessed",NA,"Fair",1010,"Poor","62.9","Poor","18.13","0.16427616829480388","OE<0.5","Good","-0.20034622","Good","-0.123343983","Low","0","Good","0.1247412852","Good","43.1","1352.12990883295","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","55.9","0.588","3.26",NA,2017-10-12
"MAR9-0901","41.96179","-70.91978","2040503","770679.9","Eastern Highlands","Northern Appalachians",NA,"New England Region",NA,"Region_1","RiversOther","Private","Target_Sampled","MA_Rivers_CMMRV_5th","Base_09River_RVT","Include","MA","Target","NonUrban","2","1","130.85318","MA_RiversOther","None","915.48","5.12","7.57","Fair","528","Poor",2253,"Poor","74","Poor","15.1","0.39764410085934282","OE<0.5","Good","-0.521564691","Fair","-2.510660016","Moderate","1.00760909090909","Good","0.1378717793","Poor","33.7","544.435945459975","Below Human Health Threshold","<= 10 ug/L","0.111",NA,"0.15","L","Does Not Exceed 300 ng Hg/g ww","129","3.08","17.1",NA,2017-10-12
"WAS9-0917","46.52706","-120.7843","-1885813","1255839","West","Xeric",NA,"Pacific Northwest Region",NA,"Region_10","LargeStreams","Other Fed","Target_Sampled","WA_Streams_WA_4th","Base_09Stream","Include","WA","Target","NonUrban","1","1","392.64841","WA_LargeStreams","None","767.98","1.78","7.88","Good","78.1","Good",213,"Poor","157","Good","87.63","0.95209170533314547","O/E>=0.9","Fair","-0.711994806","Fair","-1.364688064","Low","0","Poor","-0.675325671","Good","81","323.507593126168","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","141","7.59","42",NA,2017-10-12
"NJRM-1002","41.31138","-74.79188","1747321","622850.2","Eastern Highlands","Southern Appalachians",NA,"Mid-Atlantic Region",NA,"Region_2","RiversMajor","NPS","Target_Sampled","NJ_RiversMajor_SAP","Base_NewRiversMajor","Include","NJ","Target","Urban","1","332.62102","242.86065","NJ_RiversMajor","None","319.69","2.58","7.59","Good","96.3","Fair",445,"Fair","16","Good","56.27","0.9255505168963063","O/E>=0.9","Good","-0.227811696","Good","0.575923172","Moderate","0.954572727272727","Good","0.1457048155","Not Assessed",NA,"170.058807334741","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Exceeds 300 ng Hg/g ww","783","4.09","22.6",NA,2017-10-12
"MAR9-0903","42.57836","-72.56958","1892280","803259.6","Eastern Highlands","Northern Appalachians",NA,"New England Region",NA,"Region_1","RiversMajor","Private","Target_Sampled","MA_Rivers_MA_6th","Base_09River","Include","MA","Target","Urban","1","1","75.67431","MA_RiversMajor","None","706.51","3.32","7.78","Good","139.7","Fair",380,"Good","16","Poor","32.38","0.92302483433130977","O/E>=0.9","Fair","-1.016086822","Fair","-2.135044382","Moderate","0.856445887445887","Fair","0.0636062642","Poor","30.44","1707.79158620482","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Exceeds 300 ng Hg/g ww","524","4.05","22.4",NA,2017-10-12
"MARM-1002","42.35176","-72.62634","1893957","777560","Eastern Highlands","Northern Appalachians",NA,"New England Region",NA,"Region_1","RiversMajor","Private","Target_Sampled","MA_RiversMajor_NAP","Base_NewRiversMajor","Include","MA","Target","Urban","1","96.29645","48.14823","MA_RiversMajor","None","553.27","3.92","7.62","Good","110","Fair",423,"Poor","50","Poor","8.25","7.6670534931756004E-2","OE<0.5","Good","-0.23793557","Good","-0.325006433","High","1.81825","Good","0.1851427799","Poor","24.1","8069.07912003167","Above Human Health Threshold","<= 10 ug/L","0.152",NA,NA,NA,"Exceeds 300 ng Hg/g ww","528","3.03","16.8",NA,2017-10-12
"NER9-0916","41.02435","-98.06696","-172402.5","396806.3","Plains and Lowlands","Southern Plains","Lower Missouri Region","Missouri Region",NA,"Region_7","RiversMajor","Private","Target_Sampled","NE_Rivers_NE_7th+","Base_09River","Include","NE","Target","NonUrban","1","1","222.30417","NE_RiversMajor","None","2790.65","4.85","8.58","Good","856","Poor",1676,"Poor","371","Poor","14.42","0.71365048634985129","O/E<0.8","Good","-0.958607315","Good","-0.944343688","Moderate","0.500018181818182","Fair","-0.392057827","Poor","18.9","120.776696139507","Below Human Health Threshold","<= 10 ug/L","0.118",NA,"0.15","L","Not Assessed",NA,NA,NA,NA,2017-10-12
"TXRO-1085","30.67963","-99.02699","-289296.4","-757327.7","Plains and Lowlands","Southern Plains",NA,"Rio Grande-Texas-Gulf Region",NA,"Region_6","RiversOther","Private","Target_Sampled","TX_RiversOther_SPL","Base_NewRiversOther","Include","TX","Target","NonUrban","1","853.73483","207.36594","TX_RiversOther","None","2626.71","3.74","8.52","Good","348","Good",409,"Fair","59","Good","41.45","1.2086773304582212","O/E>=0.9","Good","-0.958607315","Good","-0.374963091","Moderate","0.3788","Fair","-0.426232021","Fair","45.31","306.521440568915","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","188","2.92","16.2",NA,2017-10-12
"VAS9-0916","36.61352","-80.71126","1348993","9415.883","Eastern Highlands","Southern Appalachians",NA,"South-Atlantic Region",NA,"Region_3","LargeStreams","Private","Target_Sampled","VA_Streams_VA_3rd","Base_09Stream_RVT","Include","VA","Target","NonUrban","2","1","2723.80505","VA_LargeStreams","None","305.11","1.1","7.32","Good","100.8","Poor",661,"Poor","33","Good","50.97","1.0471534865546002","O/E>=0.9","Good","-0.432866652","Good","-0.617195063","Moderate","0.522727272727273","Good","0.1464099536","Good","75.55","1884.8764604836","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","63.8","4.34","24",NA,2017-10-12
"MSRM-1001","32.84498","-89.99038","558828.6","-503115.7","Plains and Lowlands","Coastal Plains","Lower Mississippi Region","Lower Mississippi Region",NA,"Region_4","RiversMajor","Private","Target_Sampled","MS_RiversMajor_CPL","Base_NewRiversMajor","Include","MS","Target","NonUrban","1","664.35498","249.13312","MS_RiversMajor","None","443.9","3.94","7.5","Good","82.5","Good",506,"Poor","123","Good","61.68","1.1274914918439414","O/E>=0.9","Good","-0.673105801","Good","-1.138388555","Low","0.174245454545455","Good","0.0661564448","Good","70.33","696.50991944036","Below Human Health Threshold","<= 10 ug/L","0.123",NA,"0.15","L","Exceeds 300 ng Hg/g ww","807","2.89","16",NA,2017-10-12
"WYSS-1204","42.77052","-109.257","-1075095","665385.7","West","Western Mountains",NA,"Upper Colorado Region","West","Region_8","SmallStreams","USFS","Target_Sampled","WY_SmallStreams_WMT","Base_NewSmallStreams","Include","WY","Target","NonUrban","1","10258.10662","1540.46401","WY_SmallStreams","None","182.2","1.09","7.36","Good","26","Good",120,"Good","14","Fair","43.98","1.023278613154851","O/E>=0.9","Poor","-0.641718964","Good","0.041285398","Low","0","Good","-0.03933467","Not Assessed",NA,"698.416830670256","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"MASS-1076","41.7107","-71.05982","2036662","740550.6","Eastern Highlands","Northern Appalachians",NA,"New England Region",NA,"Region_1","SmallStreams","State","Target_Sampled","MA_SmallStreams_NAP","Base_NewSmallStreams","Include","MA","Target","NonUrban","1","1944.31597","486.07899","MA_SmallStreams","ACID-organic","-8.42","29.32","4.55","Good","46.6","Poor",800,"Poor","86","Poor","11.43","0.45398034562874612","OE<0.5","Good","-0.206654167","Poor","-2.333397896","Low","0","Good","0.3877133232","Not Assessed",NA,"1736.87836708232","Above Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Not Assessed",NA,NA,NA,NA,2017-10-12
"WYR9-0903","44.47897","-109.383","-1058485","855574.4","West","Xeric","Upper Missouri Region","Missouri Region",NA,"Region_8","RiversOther","Private","Target_Sampled","WY_Rivers_WY_5th","Base_09River_RVT","Include","WY","Target","NonUrban","2","1","429.51573","WY_RiversOther","None","768.83","1.22","7.93","Good","88.7","Good",120,"Poor","320","Good","73.27","0.79643770592815821","O/E<0.8","Good","-0.83456681","Good","0.699903861","Moderate","0.651545454545455","Good","-0.149437302","Good","82.33","231.968327155417","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","54.1","2.87","15.9",NA,2017-10-12
"TNRM-1004","36.58865","-85.50778","928200.1","-50825.64","Eastern Highlands","Southern Appalachians","Ohio Region","Ohio-Tennessee Region",NA,"Region_4","RiversMajor","Private","Target_Sampled","TN_RiversMajor_SAP","Base_NewRiversMajor","Include","TN","Target","NonUrban","1","138.67377","34.66844","TN_RiversMajor","None","965.36","1.71","7.57","Good","189.1","Poor",710,"Fair","24","Poor","23.65","0.58863147081216383","O/E<0.8","Good","-0.668480681","Fair","-0.629259362","Moderate","0.578658874458874","Good","0.1854648852","Poor","41.05","98.4207121673514","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","22.5","3.45","19.1",NA,2017-10-12
"LARO-1022","31.64202","-91.7872","397819.1","-646058.6","Plains and Lowlands","Coastal Plains","Lower Mississippi Region","Lower Mississippi Region",NA,"Region_6","RiversOther","Private","Target_Sampled","LA_RiversOther_CPL","Base_NewRiversOther","Include","LA","Target","NonUrban","1","1204.23165","451.58687","LA_RiversOther","None","1167.36","6.17","7.76","Good","165.3","Poor",1126,"Poor","244","Poor","26.13","0.94352443973777333","O/E>=0.9","Good","-0.158583644","Fair","-2.403389019","Low","0","Fair","-0.117889618","Poor","45.32","109.455102711441","Below Human Health Threshold","Not Detected",NA,"0.1",NA,"ND","Does Not Exceed 300 ng Hg/g ww","286","2.95","16.3",NA,2017-10-12
